timeId,name,affiliateId,count,nameEn
13,"Alembert, Jean Le Rond d' (1717-1783)",2837,367,"Alembert, Jean Le Rond d '(1717-1783)"
13,"Dieterich,",19296,350,"Dieterich,"
13,Walther,556,348,Walther
13,Meyer,882,341,Meyer
13,(Gefürstete) Grafschaft Sigmaringen bzw. Fürstentum Hohenzollern-Sigmaringen,2515,338,(Princely) County Sigmaringen or Principality Hohenzollern
13,Graphische Sammlung (Kassel),2935,333,Prints and Drawings Department (Kassel)
13,"Lüttig, Matthias (Fotograf)",56,333,"Lüttig, Matthias (Photographer)"
13,Trattner,3862,331,Trattner
13,Hoffmann,5946,321,Hoffmann
13,"Friedrich <II., Preußen, König> (1712-1786)",7939,316,"Friedrich <II., Prussia, King> (1712-1786)"
13,Doll,5159,313,Doll
13,Oskar Netoliczka,1727,308,Oskar Netoliczka
13,Müller,914,299,Miller
13,Keyser,9696,297,Keyser
13,"Heyne, Christian Gottlob (1729-1812)",9388,291,"Heyne, Christian Gottlob (1729-1812)"
13,Traßler),9386,288,Traßler)
13,Stettin,3785,286,Stettin
13,"Württemberg, Karl Eugen; Herzog, 1728-1793",10446,286,"Württemberg, Karl Eugen; Duke, 1728-1793"
13,Breitkopf,6478,281,Breitkopf
13,Cotta,301,278,Cotta
13,Panckoucke [u.a.],2836,277,Panckoucke [inter alia]
13,"Vicq-d'Azur, Félix (1748-1794)",2838,274,"Vicq d'Azur, Félix (1748-1794)"
13,Frankreich / Assemblée Nationale Constituante (1789 - 1791),18449,273,France / Assemblée Nationale Constituante (1789 - 1791)
13,Schwickert,10585,269,Schwickert
13,Rentkammer,5473,269,Rentkammer
13,"Meusel, Johann Georg (1743-1820)",9301,265,"Meusel, Johann Georg (1743-1820)"
13,Th. u. T. Reg. Reg'bg,14658,265,Th. U. T. Reg. Reg'bg
13,"Hölderlin, Friedrich (1770 - 1843)",17063,256,"Hölderlin, Friedrich (1770 - 1843)"
13,Hermann,2109,253,Hermann
13,Friedberg-Scheer,1318,252,Friedberg-Scheer
13,Unger,6619,250,Unger
13,Lentner,5794,250,Lentner
13,Fleischer,3716,247,Butcher
13,Pauli,1242,242,Pauli
13,Nyon,4237,242,Nyon
13,Buisson,6046,240,Buisson
13,"Maria <I., Portugal, Königin> (1734-1816)",10435,239,"Maria <I., Portugal, Queen> (1734-1816)"
13,Didot,1476,237,Didot
13,Palm,6332,237,Palm
13,Dyk,1665,232,Dyk
13,Hartknoch,2991,231,Hartknoch
13,Deutschordensherrschaft Hohenfels,521,231,German Order rule Hohenfels
13,Weidmann und Reich,9959,230,Weidmann and Reich
13,"Bergl, Johann Baptist Wenzel",4667,224,"Bergl, Johann Baptist Wenzel"
13,von Hinckeldey,9897,222,of Hinckeldey
13,Maurer,18330,219,Mason
13,"Mirabeau, Honoré-Gabriel de Riquetti de (1749-1791)",20329,215,"Mirabeau, Honoré-Gabriel de Riquetti de (1749-1791)"
13,"Rousseau, Jean-Jacques (1712-1778)",1349,214,"Rousseau, Jean-Jacques (1712-1778)"
13,Baudouin,11952,213,Baudouin
13,VÖ Regierung und Kammer in Freiburg,1353,212,Release Government and Chamber in Freiburg
13,Herrschaft Schemmerberg des Kl. Salem,335,211,Schemmerberg domination of Kl. Salem
13,(Gefürstete) Grafschaft Zollern bzw. Fürstentum Hohenzollern-Hechingen,9071,211,(Princely) County Zollern or Principality of Hohenzollern-Hechingen
13,"Guthrie, William (1708-1770)",8400,210,"Guthrie, William (1708-1770)"
13,"Gray, John (1724-1811)",9387,207,"Gray, John (1724-1811)"
13,"Cicero, Marcus Tullius (v106-v43)",276,204,"Cicero, Marcus Tullius (V106-v43)"
13,Fritsch,5292,203,Fritsch
14,"Otto, Gerhard (Fotograf)",75,23710,"Otto, Gerhard (Photographer)"
14,"Gerig, Uwe (Fotograf)",161,22851,"Gerig, Uwe (Photographer)"
14,"Bibliothek der Universität Konstanz,",448,5472,"Library of the University of Konstanz,"
14,"Richter, Regine (Fotograf)",61,4411,"Richter, Regine (Photographer)"
14,"Schumacher, Klaus-Dieter (Fotograf)",32,4191,"Schumacher, Klaus-Dieter (Photographer)"
14,"ZDV Universität Tübingen,",1110,3268,"ZDV Tübingen University,"
14,"Ahlers, Henrik (Fotograf)",119,2315,"Ahlers, Henrik (Photographer)"
14,"Universitätsbibliothek der Universität Heidelberg,",70,2202,"University Library, University of Heidelberg,"
14,Medizinische Fakultät Charité - Universitätsmedizin Berlin,629,1742,Medical Faculty Charité - Universitätsmedizin Berlin
14,"Rous, André (Fotograf)",2,1316,"Rous, André (Photographer)"
14,IZA,5810,1245,IZA
14,Universitätsbibliothek der Universität Stuttgart,3100,1161,University Library of the University of Stuttgart
14,[Internat. Begegnungs- und Forschungszentrum für Informatik],2026,1137,[Boarding. Conference and Research Center for computer science]
14,Freie Universität Berlin,4321,1110,Free University of Berlin
14,Forschungsinst. zur Zukunft der Arbeit,1483,1101,Research Institutions. the future of work
14,Forschungsinstitut zur Zukunft der Arbeit GmbH,3305,959,Institute for the Study of Labor GmbH
14,Universitätsbibliothek Kiel,1285,813,Kiel University Library
14,"Bregulla, Siegfried (Fotograf)",797,770,"Bregulla, Siegfried (Photographer)"
14,"ZEW,",8875,680,"ZEW,"
14,Promultis-Verlag,10830,680,Promultis-Verlag
14,"Nosko, Eugen",3967,670,"Nosko, Eugen"
14,Fink,2862,668,Finch
14,SLUB/DF-Digitalisierung (Fotograf),586,655,SLUB / DF-digitization (Photographer)
14,"Zehetbauer, Johann Paul",10831,647,"Zehetbauer, Johann Paul"
14,"Nessler, Walter",57,606,"Nessler, Walter"
14,VVB Laufersweiler,6062,599,VVB Laufersweiler
14,Deutsches Volksliedarchiv,1732,538,German Volksliedarchiv
14,"Deutsches Volksliedarchiv &lt;Freiburg, Breisgau&gt;",1733,538,"German Volksliedarchiv & lt; Freiburg, Breisgau & gt;"
14,Marlis Decker,364,487,Marlis Decker
14,Universitäts- und Landesbibliothek Sachsen-Anhalt,1205,474,University and State Library Saxony-Anhalt
14,"Universität Tübingen,",24561,451,"University of Tübingen,"
14,"SLUB Dresden, Allgemein",26161,407,"SLUB Dresden, General"
14,Forschungszentrum Karlsruhe,10354,401,Forschungszentrum Karlsruhe
14,"Fink,",6984,387,"Fink,"
14,"Sørensen, Inger (Fotograf)",410,385,"Sørensen, Inger (Photographer)"
14,Schöningh,10470,385,Schöningh
14,Vandenhoeck & Ruprecht,381,363,Vandenhoeck & Ruprecht
14,Werkstatt Diebold Lauber,37208,358,Workshop Diebold Lauber
14,"Müther, Herbert (1949-)",29111,335,"Müther, Herbert (1949-)"
14,Univ.-Verl. Karlsruhe,9213,329,Univ.-Verl. Karlsruhe
14,Unbekannter Fotograf (Fotograf),585,313,Fotocommunity (Photographer)
14,"Ortner, Manfred",13763,305,"Ortner, Manfred"
14,"Ortner, Laurids",13762,303,"Ortner, Laurids"
14,Frisörmuseum,4314,288,Barber Museum
14,Deutsches Institut für Erwachsenenbildung,3538,288,German Institute for Adult Education
14,"Oettinger, Günther H.; Politiker (CDU), 1953-",689,287,"Oettinger, Günther H .; Politician (CDU), 1953-"
14,"Univ. Mannheim, Sonderforschungsbereich 504,",11511,287,"Univ. Mannheim, Collaborative Research Center 504,"
14,DIE,21070,284,THE
14,"Universität Mannheim / ZEW,",12886,276,"University of Mannheim / ZEW,"
14,"Universitätsbibliothek der Universität Stuttgart,",5853,271,"University Library of the University of Stuttgart,"
14,"Höhne, Erich (Fotograf)",4,269,"Höhne, Erich (Photographer)"
14,"Pohl, Erich (Fotograf)",5,269,"Pohl, Erich (Photographer)"
14,Universitätsbibliothek der Technischen Universität Hamburg-Harburg,10276,268,University Library of the Technical University Hamburg-Harburg
14,KIT-Bibliothek,226,257,KIT Library
14,[Univ.-Bibliothek],16020,256,[MP library]
14,"Teufel, Erwin; Politiker, Ministerpräsident von Baden-Württemberg, 1939-",691,254,"Devil, Erwin; Politician, Prime Minister of Baden-Württemberg, 1939-"
14,FZKA,40311,253,FZKA
14,Universität Ulm. Fakultät für Ingenieurwissenschaften und Informatik,3454,240,University of Ulm. Faculty of Engineering and computer science
14,"Universitätsbibliothek Tübingen,",14362,240,"Tübingen University Library,"
14,"Kleiner, Reinhold (1962-)",12688,225,"Kleiner, Reinhold (1962-)"
14,"Redtel <Rettel>, David <I>",16428,200,REDTEL <Rettel> David <I>
14,Bibliothek der Tierärztlichen Hochschule Hannover,1084,199,Library of the University of Veterinary Medicine Hannover
14,Niedersächsische Staats- und Universitätsbibliothek Göttingen,179,196,Göttingen State and University Library
14,Hans-Böckler-Stiftung,11382,196,Hans Böckler Foundation
14,"Hauck, Peter (1951-)",21949,193,"Hauck, Peter (1951-)"
14,"Schöningh,",11930,190,"Schöningh,"
14,Deutsche Zentralbibliothek für Medizin,6160,188,German National Library of Medicine
14,"Vandenhoeck & Ruprecht,",4660,187,"Vandenhoeck & Ruprecht,"
14,"Drexler, Wolfgang; Politiker (SPD)",3569,185,"Drexler, Wolfgang; Politician (SPD)"
14,Bundesanstalt für Arbeitsschutz und Arbeitsmedizin,6655,184,Federal Institute for Occupational Safety and Health
14,"Universitätsbibliothek der Universität Mannheim,",29931,184,"University Library of the University of Mannheim,"
14,BIBB,41150,184,BIBB
14,"UNU World Inst. for Development Economics Research (UNU/WIDER),",23103,182,UNU World Inst. For Development Economics Research (UNU / WIDER)
14,"Vogt, Ute; Politikerin (SPD)",63641,182,"Vogt, Ute; Politician (SPD)"
14,Univ.-Verl. Göttingen,20318,179,Univ.-Verl. Göttingen
14,Bayern / Landesamt für Umwelt,13437,179,Bavaria / State Office for Environment
14,Rheinisch-Westfälisches Institut für Wirtschaftsforschung,2119,179,RWI Essen
14,"Effenberger, Franz",51345,178,"Effenberger, Franz"
14,Universität Ulm. Fakultät für Naturwissenschaften,20266,177,University of Ulm. Faculty of Science
14,"Fraunhofer-Institut für Techno- und Wirtschaftsmathematik, Fraunhofer (ITWM)",13293,173,"Fraunhofer Institute for Industrial Mathematics, Fraunhofer (ITWM)"
14,"Pertschi, Ottmar",7616,171,"Pertschi, Ottmar"
14,"Wharam, David",29112,171,"Wharam, David"
14,Bayern / Landesamt für Statistik und Datenverarbeitung,388,169,Bavaria / State Office for Statistics and Data Processing
14,Landesamt,387,168,State Office
14,Unbekannt (Fotograf),12599,168,Unknown (photographer)
14,Universitätsbibliothek Technische Universität Dortmund,13368,165,University Library Dortmund University of Technology
14,"Klemperer, Victor",28841,162,"Klemperer, Victor"
14,Institut für Makroökonomie und Konjunkturforschung (IMK),20160,161,Institute of Macroeconomic Research (IMK)
14,"Technische Universität Kaiserslautern, Fachbereich Mathematik",13118,161,"University of Kaiserslautern, Department of Mathematics"
14,Universitäts- und Stadtbibliothek Köln,210,159,University and public library Cologne
14,"Menzel, Wolfgang",4941,159,"Menzel, Wolfgang"
14,Bayerische Gartenakademie,35266,159,Bavarian Garden Academy
14,Univ.-Bibliothek Frankfurt am Main,30557,157,Univ.-Bibliothek Frankfurt am Main
14,Zentrale Hochschulbibliothek Lübeck,1827,157,Central University Library Lübeck
14,Bayerische Gartenakad.,35265,156,Bayerische Gartenakad.
14,"Keim, Daniel",37719,156,"Keim, Daniel"
14,RWI,16694,155,RWI
14,[Niedersächs. Staats- und Univ.-Bibliothek] [Vertrieb],20319,155,[Niedersächs. State and Univ.-library] [sales]
14,"Meyer, Axel (1960-)",23615,155,"Meyer, Axel (1960-)"
14,Universität Ulm. Medizinische Fakultät,10216,154,University of Ulm. Medical school
15,"Höhne, Erich (Fotograf)",4,152099,"Höhne, Erich (Photographer)"
15,"Pohl, Erich (Fotograf)",5,152068,"Pohl, Erich (Photographer)"
15,"Rössing, Roger (Fotograf)",200,31806,"Rössing, Roger (Photographer)"
15,"Rössing, Renate (Fotograf)",201,31803,"Rössing, Renate (Photographer)"
15,Willy Pragher,27,20316,Willy Pragher
15,"Pisarek, Abraham (Fotograf)",1,19522,"Pisarek, Abraham (Photographer)"
15,"Jäckel, Hildegard (Fotograf)",447,7691,"Jaeckel, Hildegard (Photographer)"
15,"Eschen, Fritz (Fotograf)",188,5045,"Eschen, Fritz (Photographer)"
15,"Peter, Richard jun. (Fotograf)",2297,4290,"Peter, Richard jun. (Photographer)"
15,Bundesbahndirektion Karlsruhe,205,3450,Bundesbahndirektion Karlsruhe
15,Landratsamt Buchen,29,2810,Landratsamt Book
15,Saarländisches Schulmuseum Ottweiler,835,1657,Saarländisches Schulmuseum Ottweiler
15,Regierungspräsidium Karlsruhe,46,1476,Regierungspräsidium Karlsruhe
15,Finanzministerium Württemberg-Hohenzollern,268,1266,Treasury Württemberg-Hohenzollern
15,"Peter, Richard sen. (Fotograf)",407,1166,"Peter, Richard sen. (Photographer)"
15,Technoseum,755,1136,Technoseum
15,Staatskanzlei Württemberg-Hohenzollern,3537,1085,State Chancellery Württemberg-Hohenzollern
15,Regierungspräsidum Karlsruhe,710,1082,Regierungspräsidum Karlsruhe
15,Finanzministerium Freiburg,500,1062,Treasury Freiburg
15,"Aufsberg, Lala (Fotograf)",537,1013,"Aufsberg, Lala (Photographer)"
15,Frisörmuseum,4314,950,Barber Museum
15,Präsidialabteilung,3553,812,Presidential Division
15,"Filmnegative, Ordner 144 Schwarzwald Winter I+II",1223,773,"Film negatives, folders 144 Black Forest Winter I + II"
15,"Filmnegative, Ordner 583 Donaueschinger Musiktage",491,753,"Film negatives, folders 583 Donaueschingen Festival"
15,Wasserwirtschaftsamt Buchen,853,724,Wasserwirtschaftsamt Book
15,"Filmnegative, Ordner 150 (Freiburg alt)",8415,679,"Film negatives, folders 150 (Freiburg old)"
15,"Filmnegative, Ordner 145 Lahr",6427,659,"Film negatives, folders 145 Lahr"
15,"Heyde, Gerhard (Fotograf)",1072,621,"Heyde, Gerhard (Photographer)"
15,"Heidersberger, Heinrich (Fotograf)",4181,593,"Heidersberger, Heinrich (Photographer)"
15,"Filmnegative, Ordner 0031 Berlin 1955",2039,577,"Film negatives, folders 0031 Berlin 1955"
15,"Filmnegative, Ordner 984 Brauchtum",15063,574,"Film negatives, folders 984 Tradition"
15,"Filmnegative, Ordner 149 Glottertal",4637,566,"Film negatives, folders 149 Glottertal"
15,Forstdirektion Nordbaden,7026,565,Forstdirektion Nordbaden
15,Forstamt Buchen,898,557,Forstamt Book
15,"Filmnegative, Ordner 126 Nordbaden",621,533,"Film negatives, folders 126 Nordbaden"
15,"Filmnegative, Ordner 95 Bodensee",589,522,"Film negatives, folder 95 Bodensee"
15,"Dix, Otto",5055,522,"Dix, Otto"
15,Heimat- und Handwerksmuseum Wahlstedt,1147,518,Home and Handwerksmuseum Wahlstedt
15,"Filmnegative, Ordner 892 Nobelpreisträger",1185,490,"Film negatives, folders 892 Nobel Laureates"
15,"Filmnegative, Ordner 895 500 Jahre Universität",11119,488,"Film negatives, folders 895,500 years University"
15,"Filmnegative, Ordner 140 Freudenstadt",751,487,"Film negatives, folders 140 Freudenstadt"
15,"Filmnegative, Ordner 1410 Theater",5472,483,"Film negatives, folders 1410 Theater"
15,Regierungspräsidium Freiburg,10188,471,Regierungspräsidium Freiburg
15,"Filmnegative, Ordner 0736 Bundesregierung",5176,470,"Film negatives, folders 0736 Federal Government"
15,"Filmnegative, Ordner 142 (Schwarzwald)",321,458,"Film negatives, folders 142 (Black Forest)"
15,"Filmnegative, Ordner 125 Württemberg",791,456,"Film negatives, folders 125 Württemberg"
15,"Filmnegative, Ordner 148 Baar",1672,454,"Film negatives, folders 148 Baar"
15,Landratsamt Hechingen,2261,453,Landratsamt Hechingen
15,"Filmnegative, Ordner 510 Autobahnbau",1127,452,"Film negatives, folders 510 Highway"
15,Der Präsident des Landesbezirks Baden,5065,447,The President of the State District Baden
15,"Filmnegative, Ordner 896 Amerikahaus",7998,445,"Film negatives, folders 896 Amerika Haus"
15,"Höhne, Erich/Pohl, Erich (Fotograf)",2091,444,"Höhne, Erich / Pohl, Erich (Photographer)"
15,"Filmnegative, Ordner 912 Neusiedler",9666,443,"Film negatives, folders 912 Neusiedler"
15,"Filmnegative, Ordner 151 (Freiburg 1956)",1282,442,Loading...
15,"Filmnegative, Ordner 147 Kaiserstuhl",2757,437,"Film negatives, folders 147 Kaiserstuhl"
15,Unbekannter Fotograf (Fotograf),585,435,Fotocommunity (Photographer)
15,Oberfinanzdirektion Tübingen,693,424,Oberfinanzdirektion Tübingen
15,"Filmnegative, Ordner 737 Landesregierung",8633,424,"Film negatives, folders 737 state government"
15,"Filmnegative, Ordner 507 Autosport",1945,422,"Film negatives, folders 507 Autosport"
15,Landratsamt Mosbach,8518,418,Landratsamt Mosbach
15,"Filmnegative, Ordner 119 Badenweiler",1682,404,"Film negatives, folders 119 Badenweiler"
15,"Möbius, Walter (Fotograf)",2833,398,"Möbius, Walter (Photographer)"
15,"Filmnegative, Ordner 143 Schwarzwald1",19681,397,"Film negatives, folders 143 Schwarzwald1"
15,Domänenkanzlei,131,396,Domain Registry
15,"Filmnegative, Ordner 491 Deutsche Bundesbahn",368,396,"Film negatives, folders 491 German Federal Railways"
15,"Filmnegative, Ordner 1884 Bauen Freiburg",5991,394,"Film negatives, folders 1884 Building Freiburg"
15,"Richter, Hans Theo",7566,386,"Richter, Hans Theo"
15,Landesamt für Soforthilfe,730,378,State Office for the emergency aid
15,Forstamt Mosbach,1446,369,Forstamt Mosbach
15,Forum für Nachlässe von Künstlerinnen und Künstlern e.V.,2214,368,Forum for estates of artists eV
15,"Hanisch, Günther (Fotograf)",2419,354,"Hanisch, Gunther (Photographer)"
15,"Filmnegative, Ordner 1039 Sport",309,343,"Film negatives, folders 1039 Sport"
15,"Filmnegative, Ordner 1885 Uni_Freiburg",310,336,"Film negatives, folders 1885 Uni_Freiburg"
15,"Filmnegative, Ordner 1038 Wintersport",12034,336,"Film negatives, folders 1038 Winter Sports"
15,"Filmnegative, Ordner 933 Schulen",768,335,"Film negatives, folders 933 schools"
15,Kultministerium Baden-Württemberg Hochschulreferent Freiburg,17154,324,Cult Ministry Baden-Württemberg university speaker Freiburg
15,Staatskommissariat für die Umsiedlung (Provenienzen Registraturbildner),12565,320,State Commissioner for the resettlement (provenances Registraturbildner)
15,"Filmnegative, Ordner 153 (Ordner 153)",1968,313,"Film negatives, 153 folders (folder 153)"
15,Ministerium des Kultus und Unterrichts Freiburg,11463,311,Ministry of Culture and Education Freiburg
15,KfK-Vorstand,1065,308,KfK Board
15,"Filmnegative, Ordner 146 Bad Krozingen",897,307,"Film negatives, folders 146 Bad Krozingen"
15,"Filmnegative, Ordner 121 Hochrhein",7595,303,"Film negatives, folders 121 Hochrhein"
15,"Filmnegative, Ordner 739 Internationale Begegnungen",6615,303,"Film negatives, folders 739 International matches"
15,"Filmnegative, Ordner 0029 Berlin 1960",2315,272,"Film negatives, folders 0029 Berlin 1960"
15,Forstamt Sinsheim,8509,270,Forstamt Sinsheim
15,"Schumacher, Klaus-Dieter (Fotograf)",32,268,"Schumacher, Klaus-Dieter (Photographer)"
15,"Filmnegative, Ordner 493 Deutsche Verkehrsausstellung",6562,261,"Film negatives, folders 493 German Transport Exhibition"
15,"Filmnegative, Ordner 474 Schluchseewerk",11395,258,"Film negatives, folders 474 Schluchseewerk"
15,"Arnold, Walter",3891,254,"Arnold, Walter"
15,"Filmnegative, Ordner 950 Hebeltage und andere Feste",6399,254,"Film negatives, folders 950 lever days and other celebrations"
15,"Filmnegative, Ordner 138 Feldberg Winter",7493,253,"Film negatives, folders 138 Feldberg Winter"
15,Forstamt Eberbach,5269,252,Forstamt Eberbach
15,"Filmnegative, Ordner 122 Lörrach",4069,251,"Film negatives, folders 122 Lörrach"
15,Alexej von Assaulenko-Kulturstiftung,715,249,Alexej von Assaulenko Cultural Foundation
15,"Assaulenko, Alexej von",716,249,"Assaulenko, Alexej von"
15,"Filmnegative, Ordner 0735 Persönlichkeiten",770,244,"Film negatives, folders 0735 Personalities"
15,"Filmnegative, Ordner 127 Stuttgart",2205,242,"Film negatives, folders 127 Stuttgart"
15,Bildarchiv Foto Marburg (Marburg),420,242,Bildarchiv Foto Marburg (Marburg)
15,"Borchert, Christian (Fotograf)",1148,241,"Borchert, Christian (photographer)"
15,Finanzministerium,3059,231,Ministry of Finance
16,"Höhne, Erich (Fotograf)",4,33207,"Höhne, Erich (Photographer)"
16,Willy Pragher,27,22685,Willy Pragher
16,"Weimer, Friedrich (Fotograf)",44,8100,"Weimer, Friedrich (Photographer)"
16,"Nosko, Eugen (Fotograf)",193,8092,"Nosko, Eugen (Photographer)"
16,"Borchert, Christian (Fotograf)",1148,4280,"Borchert, Christian (photographer)"
16,"Rapp, Günter (Fotograf)",525,3742,"Rapp, Günter (Photographer)"
16,Bundesbahndirektion Karlsruhe,205,3416,Bundesbahndirektion Karlsruhe
16,"Pohl, Erich (Fotograf)",5,3007,"Pohl, Erich (Photographer)"
16,Messbildstelle Dresden (Fotograf),195,2066,MESSBILDSTELLE Dresden (Photographer)
16,Peter Gauhe,254,1892,Peter Gauhe
16,"Filmnegative, Ordner 156 Freiburg 1970",1951,1623,"Film negatives, folders 156 Freiburg 1970"
16,"Hildebrand, Gustav (Fotograf)",58,1462,"Hildebrand, Gustav (Photographer)"
16,Frisörmuseum,4314,1312,Barber Museum
16,"Helbig, Konrad (Fotograf)",544,1293,"Helbig, Konrad (Photographer)"
16,"Rössing, Renate (Fotograf)",201,1293,"Rössing, Renate (Photographer)"
16,"Rössing, Roger (Fotograf)",200,1270,"Rössing, Roger (Photographer)"
16,"Filmnegative, Ordner 892 Nobelpreisträger",1185,1220,"Film negatives, folders 892 Nobel Laureates"
16,"Filmnegative, Ordner 1005 Katholikentag",2101,1107,"Film negatives, folders 1005 Katholikentag"
16,"Filmnegative, Ordner 491 Deutsche Bundesbahn",368,1076,"Film negatives, folders 491 German Federal Railways"
16,"Filmnegative, Ordner 738 Regierungspräsidium 2",514,1049,"Film negatives, folders 738 Regierungspräsidium 2"
16,Landesgewerbeamt Direktion Karlsruhe,1728,1007,Landesgewerbeamt Directorate Karlsruhe
16,"Pisarek, Abraham (Fotograf)",1,982,"Pisarek, Abraham (Photographer)"
16,"Filmnegative, Ordner 0741 850 Jahre Freiburg",28,849,"Film negatives, folders 0741 850 Years Freiburg"
16,"Kaspar, Siegfried",909,811,"Kaspar, Siegfried"
16,Deutsches Architekturmuseum (Frankfurt (Main)),5208,735,German Architecture Museum (Frankfurt (Main))
16,"Filmnegative, Ordner 981 Freiburger Fasnet 1936",7765,717,"Film negatives, folders 981 Freiburg carnival 1936"
16,"Filmnegative, Ordner 745 Eingemeindungen",3507,683,"Film negatives, folders 745 incorporations"
16,Saarländisches Schulmuseum Ottweiler,835,673,Saarländisches Schulmuseum Ottweiler
16,"Wurst, Werner (Fotograf)",14,656,"Sausage, Werner (Photographer)"
16,"Filmnegative, Ordner 142 (Schwarzwald)",321,629,"Film negatives, folders 142 (Black Forest)"
16,"Filmnegative, Ordner 904 Zeitgeschehen ab 1950",7410,627,"Film negatives, folders 904 current affairs from 1950"
16,"Filmnegative, Ordner 749 CD",9431,613,"Film negatives, folders 749 CD"
16,Technoseum,755,596,Technoseum
16,"Filmnegative, Ordner 1884 Bauen Freiburg",5991,586,"Film negatives, folders 1884 Building Freiburg"
16,Landratsamt Buchen,29,582,Landratsamt Book
16,"Filmnegative, Ordner 910 Weinbauverband",5827,556,"Film negatives, folders 910 Weinbauverband"
16,"Math. Forschungsinst.,",1001,536,"Math. Research Institutions.,"
16,"Filmnegative, Ordner 0029 Berlin 1960",2315,510,"Film negatives, folders 0029 Berlin 1960"
16,"Filmnegative, Ordner 739 Internationale Begegnungen",6615,496,"Film negatives, folders 739 International matches"
16,"Filmnegative, Ordner 95 Bodensee",589,488,"Film negatives, folder 95 Bodensee"
16,"Filmnegative, Ordner 456 Luftfahrt",18453,475,"Film negatives, folders 456 Aviation"
16,Hochschule für Kunst und Design Halle <Burg Giebichenstein>,3431,470,University of Art and Design Halle <Burg Giebichenstein>
16,"Filmnegative, Ordner 933 Schulen",768,461,"Film negatives, folders 933 schools"
16,"Filmnegative, Ordner 0735 Persönlichkeiten",770,452,"Film negatives, folders 0735 Personalities"
16,"Filmnegative, Ordner 146 Bad Krozingen",897,447,"Film negatives, folders 146 Bad Krozingen"
16,Hochschule für Kunst und Design Halle (Burg Giebichenstein),8750,447,University of Art and Design Halle (Burg Giebichenstein)
16,Forstdirektion Karlsruhe,2845,429,Forstdirektion Karlsruhe
16,"Schumacher, Klaus-Dieter (Fotograf)",32,424,"Schumacher, Klaus-Dieter (Photographer)"
16,"Filmnegative, Ordner 144 Schwarzwald Winter I+II",1223,423,"Film negatives, folders 144 Black Forest Winter I + II"
16,Sparkassenstiftung Schleswig-Holstein,5978,400,Sparkassenstiftung Schleswig-Holstein
16,"Domarus, Ernst von",5977,399,"Domarus, Ernst von"
16,VEB Möbelkombinat Wi-We-Na,20812,382,VEB Kombinat furniture Wi-We-Na
16,Forstdirektion Nordbaden,7026,374,Forstdirektion Nordbaden
16,"Filmnegative, Ordner 860 Militär",19063,360,"Film negatives, folders 860 military"
16,Forstamt Buchen,898,340,Forstamt Book
16,"Filmnegative, Ordner 122 Lörrach",4069,330,"Film negatives, folders 122 Lörrach"
16,Marlis Decker,364,317,Marlis Decker
16,Bundesinst. für Ostwiss. und Internat. Studien,4812,314,Bundesinst. for Ostwiss. and boarding. Studies
16,Unbekannt,7886,303,Unknown
16,Forum für Nachlässe von Künstlerinnen und Künstlern e.V.,2214,297,Forum for estates of artists eV
16,"Filmnegative, Ordner 274 (Moldau)",3449,297,"Film negatives, folders 274 (Moldova)"
16,"Filmnegative, Ordner 125 Württemberg",791,295,"Film negatives, folders 125 Württemberg"
16,Möbelkombinat Erfurt <MKE>,1563,294,Furniture Kombinat Erfurt <MKE>
16,Vandenhoeck & Ruprecht,381,292,Vandenhoeck & Ruprecht
16,"Filmnegative, Ordner 737 Landesregierung",8633,281,"Film negatives, folders 737 state government"
16,"Filmnegative, Ordner 149 Glottertal",4637,279,"Film negatives, folders 149 Glottertal"
16,"Filmnegative, Ordner 145 Lahr",6427,279,"Film negatives, folders 145 Lahr"
16,"Filmnegative, Ordner 147 Kaiserstuhl",2757,278,"Film negatives, folders 147 Kaiserstuhl"
16,KfK-Vorstand,1065,272,KfK Board
16,Kreiseinrichtungen,4062,266,District Facilities
16,Badischer Sportbund Nord e.V.,611,260,Baden Sports Association North e.V.
16,"Vandenhoeck & Ruprecht,",4660,257,"Vandenhoeck & Ruprecht,"
16,"Filmnegative, Ordner 140 Freudenstadt",751,248,"Film negatives, folders 140 Freudenstadt"
16,"Filmnegative, Ordner 756 Regierungspräsidium Freiburg 3",4435,247,"Film negatives, folders 756 Regierungspräsidium Freiburg 3"
16,"Peter, Richard sen. (Fotograf)",407,245,"Peter, Richard sen. (Photographer)"
16,"Filmnegative, Ordner 886 Reportagen Freiburg",5185,243,"Film negatives, folders 886 reports Freiburg"
16,"Bibliothek der Universität Konstanz,",448,240,"Library of the University of Konstanz,"
16,"Flurbereinigungsamt Sinsheim, Außenstelle Heidelberg",39509,236,"Land Consolidation Office Sinsheim, Heidelberg branch"
16,VEB Möbelkombinat Hellerau,2792,234,VEB Kombinat Hellerau furniture
16,"Filmnegative, Ordner 278 (Dobrugea)",2955,229,"Film negatives, folders 278 (Dobrugea)"
16,"Filmnegative, Ordner 950 Hebeltage und andere Feste",6399,226,"Film negatives, folders 950 lever days and other celebrations"
16,"VEB Möbelkombinat ""neuzera"" Rathenow",1769,222,"VEB Kombinat furniture ""neuzera"" Rathenow"
16,VEB Möbelkombinat Eisenberg,14780,222,VEB Kombinat Eisenberg Furniture
16,VEB Möbelkombinat Dresden-Hellerau,165,216,VEB Kombinat furniture Dresden-Hellerau
