timeId,name,keywordId,count,nameEn
18,Wohn- und Geschäftshaus,327,265,Residential and commercial building
18,Management,427,250,Management
18,"Bernhardt, Monika",6945,223,"Bernhardt, Monika"
18,"Fotografie, Computerkunst",501,221,"Photography, Computer Art"
18,Schloß,985,219,Castle
18,Band,179,212,Tape
18,Deutsch,1226,206,German
18,Zeitschrift,186,200,Magazine
18,Luftbild,2726,198,Aerial view
18,Philosophie,780,196,Philosophy
18,"Erziehung, Schul- und Bildungswesen",262,196,"Education, school and education"
18,"Handel, Kommunikation, Verkehr",196,195,"Trade, communications, transport"
18,Ausstellung,575,190,Exhibition
18,Wandbild,145,188,Mural
18,Kunstgewerbe,6,186,Arts and Crafts
18,Partei: Grüne,4307,181,Party: Green
18,Kommunalpolitik,3773,179,Local Politics
18,"Sozialwissenschaften, Soziologie, Anthropologie",39,170,"Social sciences, sociology, anthropology"
18,Staatsbibliotheken,1771,169,State Libraries
18,Finanzen,1942,168,Finances
18,Baustellen | Bauplätze,749,167,Construction | Building Sites
18,Rezeption,4093,166,Reception
18,Bundestagswahl 1998,4795,166,1998 Bundestag elections
18,Chemische Synthese,2190,163,Chemical Synthesis
18,Bildwerke / Bildende Kunst,1736,161,Sculptures / Visual Arts
18,Wandmalerei,111,157,Mural
18,ehemalige DDR,6074,150,former GDR
18,Schule,479,148,School
18,Pläne,5548,147,Plans
18,Russisch,248,142,Russian
18,Landwirtschaft,45,140,Agriculture
18,"Soziale Probleme, Sozialdienste, Versicherungen",1542,138,"Social problems, social services, insurance"
18,Zeichnung / Grafik,415,138,Drawing / Graphics
18,Ausstellungen,1377,136,Exhibitions
18,Rechtswesen,3037,135,Law
18,Körperpflege,3824,134,Toiletries
18,Kommentar,3571,133,Comment
18,"Hausbau, Bauhandwerk",977,133,Building & construction
18,Prozeß,5549,131,Process
18,Schriftsteller,2867,129,Writer
19,Monographie,14,23803,Monograph
19,Fotos,4,19415,Photos
19,Urkunden,74,14659,Records
19,Architektur,10,14461,Architecture
19,Amtsbücher,30,11968,Office Books
19,Druck,51,9254,pressure
19,Druckgrafik,50,8256,Printmaking
19,Ortskatalog zur Kunst und Architektur,66,7520,Town List for Art and Architecture
19,Technik-Katalog,52,6916,Art catalog
19,Kunstgewerbe,6,6211,Arts and Crafts
19,Bild,24,5411,image
19,Skulptur,15,4504,Sculpture
19,Tafelmalerei,23,4009,Tafelmalerei
19,Leichenpredigt,510,3792,Funeral sermon
19,Historische Drucke,956,2902,Historical Prints
19,Karten und Pläne,82,2797,Maps and plans
19,Deckenmalerei,94,2771,Deckenmalerei
19,Deckenbild,93,2438,Ceiling picture
19,Malerei,132,2251,Painting
19,Fotografie,1,2247,Photography
19,Freskomalerei,95,2237,Fresco
19,Wohnhaus,36,2152,Residential building
19,Gelegenheitsschrift:Tod,34,1682,Opportunity Scripture: Death
19,Theologie,1202,1581,Theology
19,Dissertation:jur.,156,1568,Dissertation: jur.
19,Band,179,1560,Tape
19,Enthaltenes Werk,61,1549,Included Factory
19,Zeichenkunst,27,1549,Draughtsmanship
19,Statue,16,1458,Statue
19,Monografie,21,1388,Monograph
19,Druckgraphik,568,1236,Printmaking
19,Relief,73,1160,Relief
19,Sakralraumskulptur,738,1155,Sacred space Sculpture
19,Wandmalerei,111,1128,Mural
19,Zeichnung,28,1011,Drawing
19,Buch,1277,1005,Book
19,Schloss,761,989,Castle
19,Geometrie,524,980,Geometry
19,Kirche,126,980,Church
19,Historische Drucke: 1601 bis 1700,3160,952,Historical Prints: 1601-1700
19,Personalakten,9,903,Personnel files
19,Grabskulptur,172,894,Grave sculpture
19,Lyrik,33,891,Poetry
19,Verordnung,1029,861,Regulation
19,Nachlässe,157,838,Discounts
19,Kartenforum,391,824,Cards Forum
19,Foto,2,799,Photo
19,Dissertation:phil.,1353,737,Dissertation: phil.
19,Kirche (evangelisch),949,726,Church (Protestant)
19,Einblattdruck,455,660,Broadsheet
19,Rechtswissenschaft,1220,651,Jurisprudence
19,Buchkunst,112,606,Buchkunst
19,Dissertation:theol.,446,573,Dissertation: theol.
19,Altarskulptur,116,535,Altar Sculpture
19,Mehrbändiges Werk,859,526,Multivolume Work
19,Altar,1540,520,Altar
19,Deckendekoration,1012,517,Ceiling decoration
19,Mechanik,2928,500,Mechanics
19,Bauskulptur,153,498,Building sculpture
19,Wandbild,145,498,Mural
19,Epitaph,173,493,Epitaph
19,Bildfeld,110,451,Field
19,Wohn- und Geschäftshaus,327,440,Residential and commercial building
19,mehrbändiges Werk,105,432,multi-volume work
19,Portal,167,421,Portal
19,Zyklus,362,412,Cycle
19,gefaßt (polychrom),1907,408,combined (polychrome)
19,"Zeitschriften, fortlaufende Sammelwerke",201,407,"Magazines, serials works"
19,Kirche (katholisch),587,403,Church (Catholic)
19,Buchmalerei,85,401,Book illumination
19,Online-Publikation,178,399,Online publication
19,Kanzel,379,394,Pulpit
19,Grabstein,239,390,Grave stone
19,Schloß,985,365,Castle
19,Rathaus,437,362,Town hall
19,Urkunde,191,353,Certificate
19,Veröffentlichung,2145,345,Release
19,Altkarte,1539,330,Altkarte
19,Theosophie,165,328,Theosophy
19,Atlant,1582,328,Atlant
19,Amtsdruckschrift / Gesetzessammlung / Verordnung / Vertrag / Gesetz / Edikt,475,322,Official document / Collection of Laws / Regulation / contract / law / decree
19,Physik,320,318,Physics
19,Deutsche Fotothek,1583,315,German Fotothek
19,Grabmal,413,296,Tomb
19,Ständebuch,1145,295,Ständebuch
19,Textilkunst,992,295,Textile Art
19,Statuette,622,292,Statuette
19,Brunnen,296,289,Fountain
19,"Nachrichtenmedien, Journalismus, Verlagswesen",58,277,"News media, journalism, publishing"
19,Gelegenheitsschrift:Hochzeit,2142,258,Opportunity font: Wedding
19,Streitschrift:theol.,3944,248,Polemic: theol.
19,Gemälde,377,248,Paintings
19,Chronik,4254,244,Chronicle
19,Flugschrift,1934,242,Pamphlet
19,Varia,1283,242,Varia
19,Schmiedekunst,1393,238,Blacksmithing
19,Wissenschaftskunde / Literärgeschichte,17743,238,Science Client / Literärgeschichte
19,DigiWunschbuch,107,237,DigiWunschbuch
19,Gemäldesammlung,376,234,Painting Collection
19,Schrank,1911,229,cabinet
20,Fotos,4,11347,Photos
20,Monographie,14,8568,Monograph
20,Urkunden,74,8087,Records
20,Architektur,10,7791,Architecture
20,Ortskatalog zur Kunst und Architektur,66,4757,Town List for Art and Architecture
20,Druck,51,4167,pressure
20,Amtsbücher,30,3563,Office Books
20,Kunstgewerbe,6,3504,Arts and Crafts
20,Druckgrafik,50,3426,Printmaking
20,Bild,24,3341,image
20,Technik-Katalog,52,2949,Art catalog
20,Skulptur,15,2492,Sculpture
20,Tafelmalerei,23,2359,Tafelmalerei
20,Leichenpredigt,510,1610,Funeral sermon
20,Fotografie,1,1294,Photography
20,Wohnhaus,36,1292,Residential building
20,Malerei,132,1113,Painting
20,Historische Drucke,956,999,Historical Prints
20,Zeichenkunst,27,933,Draughtsmanship
20,Personalakten,9,900,Personnel files
20,Relief,73,840,Relief
20,Druckgraphik,568,783,Printmaking
20,Wandmalerei,111,727,Mural
20,Band,179,723,Tape
20,Statue,16,710,Statue
20,Monografie,21,696,Monograph
20,Nachlässe,157,666,Discounts
20,Schloss,761,634,Castle
20,Enthaltenes Werk,61,633,Included Factory
20,Karten und Pläne,82,610,Maps and plans
20,Freskomalerei,95,607,Fresco
20,Sakralraumskulptur,738,558,Sacred space Sculpture
20,Theologie,1202,555,Theology
20,Deckenmalerei,94,550,Deckenmalerei
20,Geometrie,524,532,Geometry
20,Grabskulptur,172,529,Grave sculpture
20,Zeichnung,28,507,Drawing
20,Kirche,126,497,Church
20,Kirche (evangelisch),949,436,Church (Protestant)
20,Dissertation:jur.,156,424,Dissertation: jur.
20,Foto,2,410,Photo
20,gefaßt (polychrom),1907,407,combined (polychrome)
20,Deckendekoration,1012,405,Ceiling decoration
20,Dissertation:phil.,1353,387,Dissertation: phil.
20,Altarskulptur,116,358,Altar Sculpture
20,Deckenbild,93,356,Ceiling picture
20,Buchmalerei,85,352,Book illumination
20,Kartenforum,391,327,Cards Forum
20,Bildfeld,110,325,Field
20,Buch,1277,316,Book
20,Epitaph,173,310,Epitaph
20,Wandbild,145,309,Mural
20,Gelegenheitsschrift:Tod,34,302,Opportunity Scripture: Death
20,Lyrik,33,294,Poetry
20,Historische Drucke: 1601 bis 1700,3160,287,Historical Prints: 1601-1700
20,Wohn- und Geschäftshaus,327,282,Residential and commercial building
20,Zyklus,362,270,Cycle
20,Bauskulptur,153,265,Building sculpture
20,mehrbändiges Werk,105,258,multi-volume work
20,Rechtswissenschaft,1220,248,Jurisprudence
20,Altar,1540,243,Altar
20,Rathaus,437,238,Town hall
20,"Zeitschriften, fortlaufende Sammelwerke",201,238,"Magazines, serials works"
20,Mechanik,2928,227,Mechanics
20,Portal,167,227,Portal
20,Bildseite,84,217,Face
20,Verordnung,1029,208,Regulation
20,Kanzel,379,206,Pulpit
20,Chronik,4254,205,Chronicle
20,Online-Publikation,178,191,Online publication
20,Buchkunst,112,187,Buchkunst
20,Dissertation:theol.,446,186,Dissertation: theol.
20,Kirche (katholisch),587,186,Church (Catholic)
20,Urkunde,191,177,Certificate
20,Buchillustration,883,176,Book Illustration
20,Theosophie,165,171,Theosophy
20,Brunnen,296,171,Fountain
20,Gemälde,377,164,Paintings
20,Gelegenheitsschrift:Hochzeit,2142,163,Opportunity font: Wedding
20,Gemäldesammlung,376,159,Painting Collection
20,Statuette,622,159,Statuette
20,Schmiedekunst,1393,156,Blacksmithing
20,Lied,851,153,Song
20,Grabstein,239,152,Grave stone
20,Dorfkirche,2123,149,Village church
20,sonstiger Text,828,148,other Text
20,Altkarte,1539,146,Altkarte
20,Grabmal,413,144,Tomb
20,Textilkunst,992,143,Textile Art
20,Glasmalerei,372,138,Stained Glass
20,Glasbild,700,138,Glass image
20,Schrank,1911,138,cabinet
20,Mehrbändiges Werk,859,128,Multivolume Work
20,Burg,2093,127,Castle
20,Veröffentlichung,2145,127,Release
20,Enkaustik,4420,126,Encaustic
20,Einblattdruck,455,126,Broadsheet
20,Grabplatte,926,126,Grave plate
20,Kriegskunde,3337,125,War customer
20,Waffe,2324,123,Weapon
21,Urkunden,74,34818,Records
21,Architektur,10,8805,Architecture
21,Fotos,4,8361,Photos
21,Skulptur,15,6298,Sculpture
21,Buchmalerei,85,5938,Book illumination
21,Ortskatalog zur Kunst und Architektur,66,4468,Town List for Art and Architecture
21,Wandmalerei,111,3571,Mural
21,Tafelmalerei,23,3122,Tafelmalerei
21,Statue,16,3007,Statue
21,Wandbild,145,2406,Mural
21,Freskomalerei,95,2235,Fresco
21,Bild,24,2169,image
21,Kunstgewerbe,6,2163,Arts and Crafts
21,liturgischer Text,401,2086,liturgical text
21,Sakralraumskulptur,738,1828,Sacred space Sculpture
21,Zeichenkunst,27,1651,Draughtsmanship
21,Miniatur,224,1445,Miniature
21,Relief,73,1432,Relief
21,Buchseite,1175,1310,Cover
21,Buchkunst,112,1306,Buchkunst
21,Bildfeld,110,1258,Field
21,Deckenmalerei,94,1216,Deckenmalerei
21,Bauskulptur,153,1214,Building sculpture
21,Kirche,126,1170,Church
21,Monografie,21,1165,Monograph
21,Fotografie,1,1122,Photography
21,Bildseite,84,1101,Face
21,Malerei,132,1044,Painting
21,Zeichnung,28,1035,Drawing
21,Personalakten,9,899,Personnel files
21,Miniatur (in der Kolumne),1566,848,Thumbnail (in the column)
21,Druck,51,843,pressure
21,Altarskulptur,116,811,Altar Sculpture
21,sonstiger Text,828,792,other Text
21,Kirche (evangelisch),949,745,Church (Protestant)
21,biblischer Text,432,709,Biblical Text
21,Glasmalerei,372,694,Stained Glass
21,Urkunde,191,689,Certificate
21,Grabskulptur,172,688,Grave sculpture
21,Monographie,14,665,Monograph
21,liturgischer Text &amp; Gebetbuch,3224,634,liturgical text & amp; Prayer book
21,Glasbild,700,598,Glass image
21,Kirche (katholisch),587,556,Church (Catholic)
21,Retabel,718,543,Reredos
21,Amtsbücher,30,542,Office Books
21,Reliefplastik,378,537,Relief
21,Handschrift,858,536,Handwriting
21,Druckgraphik,568,524,Printmaking
21,Rundplastik,361,522,Rundplastik
21,Karten und Pläne,82,497,Maps and plans
21,Altar,1540,482,Altar
21,Miniatur (halbseitig),827,466,Thumbnail (one side)
21,Druckgrafik,50,450,Printmaking
21,Gruppe (2-figurig),268,405,Group (2-figurig)
21,Wohnhaus,36,400,Residential building
21,Schloss,761,398,Castle
21,historisierte Initiale,402,371,historiated initial
21,Burg,2093,366,Castle
21,Deckenbild,93,362,Ceiling picture
21,Foto,2,354,Photo
21,Online-Publikation,178,338,Online publication
21,Buchillustration,883,316,Book Illustration
21,Altarflügel (Innenseite),356,315,Altar Wing (inside)
21,Turm,3806,311,Tower
21,Grabmal,413,307,Tomb
21,Portalskulptur,758,306,Portal Sculpture
21,Schlussstein,2143,296,Capstone
21,Statuette,622,275,Statuette
21,Altarflügel,2870,274,Altar Wing
21,Rathaus,437,271,Town hall
21,Gewölbedekoration,3103,268,Vault decoration
21,Altarbild,778,256,Altarpiece
21,Stadttor,850,254,Town gate
21,Portal,167,242,Portal
21,Kapelle,649,240,Chapel
21,Gruppe,1831,240,Group
21,Zyklus,362,230,Cycle
21,Textilkunst,992,229,Textile Art
21,Altarflügel (Außenseite),8284,218,Altar wing (outside)
21,Sitzfigur,1672,216,Seated figure
21,Kruzifix,561,210,Crucifix
21,Dorfkirche,2123,193,Village church
21,Gruppe (3-figurig),1036,191,Group (3-figurig)
21,Miniatur (in der Bordüre),6718,189,Thumbnail (in the border)
21,Epitaph,173,189,Epitaph
21,Sekkomalerei,487,188,Sekkomalerei
21,sonstiger Text &amp; Chronik,5231,188,other text & amp; Chronicle
21,theologischer Text,86,188,theological text
21,Initiale,1296,187,Initial
21,Gewölbebild,871,186,Vault image
21,Schriftkunst,194,185,Calligraphy
21,Klosterkirche,1901,182,Klosterkirche
21,Büste,571,175,Bust
21,historisierte Initiale (4-zeilig),1522,169,historiated initials (4 lines)
21,Torturm,5890,169,Torturm
21,Grabstein,239,162,Grave stone
21,Nachlässe,157,155,Discounts
21,Fenster,373,152,Window
21,sonstiger Text &amp; Reisewerk,223,151,other text & amp; Travel business
21,Konsole,181,150,Console
22,Urkunden,74,21330,Records
22,Architektur,10,6542,Architecture
22,Fotos,4,6418,Photos
22,Skulptur,15,4513,Sculpture
22,Buchmalerei,85,3894,Book illumination
22,Ortskatalog zur Kunst und Architektur,66,3101,Town List for Art and Architecture
22,Tafelmalerei,23,2377,Tafelmalerei
22,Wandmalerei,111,2274,Mural
22,Statue,16,2135,Statue
22,Kunstgewerbe,6,1718,Arts and Crafts
22,Bild,24,1607,image
22,Wandbild,145,1564,Mural
22,liturgischer Text,401,1517,liturgical text
22,Sakralraumskulptur,738,1393,Sacred space Sculpture
22,Freskomalerei,95,1387,Fresco
22,Zeichenkunst,27,1089,Draughtsmanship
22,Relief,73,1068,Relief
22,Monografie,21,1030,Monograph
22,Bildseite,84,939,Face
22,Fotografie,1,917,Photography
22,Personalakten,9,899,Personnel files
22,Bildfeld,110,883,Field
22,Malerei,132,864,Painting
22,Kirche,126,860,Church
22,Bauskulptur,153,797,Building sculpture
22,Buchkunst,112,788,Buchkunst
22,Zeichnung,28,759,Drawing
22,Miniatur,224,728,Miniature
22,Deckenmalerei,94,693,Deckenmalerei
22,Buchseite,1175,648,Cover
22,Altarskulptur,116,637,Altar Sculpture
22,Monographie,14,635,Monograph
22,Druck,51,617,pressure
22,Kirche (evangelisch),949,563,Church (Protestant)
22,sonstiger Text,828,557,other Text
22,Miniatur (in der Kolumne),1566,508,Thumbnail (in the column)
22,Karten und Pläne,82,497,Maps and plans
22,Druckgraphik,568,478,Printmaking
22,Grabskulptur,172,474,Grave sculpture
22,liturgischer Text &amp; Gebetbuch,3224,472,liturgical text & amp; Prayer book
22,Amtsbücher,30,442,Office Books
22,Retabel,718,423,Reredos
22,Miniatur (halbseitig),827,411,Thumbnail (one side)
22,Urkunde,191,403,Certificate
22,Altar,1540,386,Altar
22,Glasmalerei,372,384,Stained Glass
22,Kirche (katholisch),587,377,Church (Catholic)
22,Reliefplastik,378,368,Relief
22,biblischer Text,432,368,Biblical Text
22,Rundplastik,361,347,Rundplastik
22,Handschrift,858,343,Handwriting
22,Online-Publikation,178,337,Online publication
22,Schloss,761,332,Castle
22,Glasbild,700,328,Glass image
22,Wohnhaus,36,315,Residential building
22,Buchillustration,883,310,Book Illustration
22,Burg,2093,290,Castle
22,Druckgrafik,50,266,Printmaking
22,historisierte Initiale,402,262,historiated initial
22,Deckenbild,93,258,Ceiling picture
22,Gewölbedekoration,3103,252,Vault decoration
22,Gruppe (2-figurig),268,234,Group (2-figurig)
22,Foto,2,226,Photo
22,Altarflügel (Innenseite),356,222,Altar Wing (inside)
22,Turm,3806,220,Tower
22,Schlussstein,2143,220,Capstone
22,Altarflügel,2870,213,Altar Wing
22,Altarbild,778,199,Altarpiece
22,Grabmal,413,191,Tomb
22,Statuette,622,189,Statuette
22,Miniatur (in der Bordüre),6718,187,Thumbnail (in the border)
22,Gruppe,1831,177,Group
22,Altarflügel (Außenseite),8284,173,Altar wing (outside)
22,Textilkunst,992,166,Textile Art
22,Stadttor,850,166,Town gate
22,Zyklus,362,164,Cycle
22,Dorfkirche,2123,160,Village church
22,Rathaus,437,158,Town hall
22,Büste,571,158,Bust
22,Kruzifix,561,157,Crucifix
22,Kapelle,649,155,Chapel
22,Schriftkunst,194,155,Calligraphy
22,Nachlässe,157,155,Discounts
22,theologischer Text,86,154,theological text
22,sonstiger Text &amp; Reisewerk,223,151,other text & amp; Travel business
22,Portalskulptur,758,151,Portal Sculpture
22,Gruppe (3-figurig),1036,146,Group (3-figurig)
22,Portal,167,143,Portal
22,Klosterkirche,1901,141,Klosterkirche
22,Initiale,1296,136,Initial
22,Epitaph,173,136,Epitaph
22,Sitzfigur,1672,129,Seated figure
22,Zeichnung (halbseitig),2849,118,Drawing (one side)
22,Miserikordie,8589,115,Misericord
22,Reliquiar,686,110,Reliquary
22,sonstiger Text &amp; Heiligenleben,12236,108,other text & amp; Lives of the Saints
22,Sekkomalerei,487,107,Sekkomalerei
22,Schellackplatte,67,107,Gramophone records
22,Innendekoration,798,104,Interior Decoration
22,Palazzo,745,104,Palazzo
23,Monografie,21,10823,Monograph
23,Monographie,14,10131,Monograph
23,Fotos,4,10093,Photos
23,Amtsbücher,30,10074,Office Books
23,Architektur,10,8196,Architecture
23,Deckenmalerei,94,5641,Deckenmalerei
23,Ortskatalog zur Kunst und Architektur,66,5635,Town List for Art and Architecture
23,Freskomalerei,95,5180,Fresco
23,Deckenbild,93,4928,Ceiling picture
23,Kunstgewerbe,6,3512,Arts and Crafts
23,Skulptur,15,2774,Sculpture
23,Urkunden,74,2333,Records
23,Malerei,132,1779,Painting
23,Fotografie,1,1658,Photography
23,Band,179,1610,Tape
23,Handschrift,858,1587,Handwriting
23,Bild,24,1578,image
23,Karten und Pläne,82,1442,Maps and plans
23,Tafelmalerei,23,1334,Tafelmalerei
23,Druck,51,1115,pressure
23,Statue,16,1089,Statue
23,Wandmalerei,111,1083,Mural
23,Wohnhaus,36,1055,Residential building
23,Verordnung,1029,1005,Regulation
23,Druckgrafik,50,965,Printmaking
23,Wandbild,145,949,Mural
23,Zeichenkunst,27,917,Draughtsmanship
23,Personalakten,9,901,Personnel files
23,Kartenforum,391,793,Cards Forum
23,Foto,2,779,Photo
23,"Zeitschriften, fortlaufende Sammelwerke",201,656,"Magazines, serials works"
23,Schloss,761,654,Castle
23,Einblattdruck,455,618,Broadsheet
23,Kirche,126,597,Church
23,Sakralraumskulptur,738,583,Sacred space Sculpture
23,Bildfeld,110,556,Field
23,Nachlässe,157,551,Discounts
23,Gelegenheitsschrift:Tod,34,546,Opportunity Scripture: Death
23,Grabstein,239,487,Grave stone
23,Kirche (evangelisch),949,482,Church (Protestant)
23,Zeichnung,28,460,Drawing
23,Grabskulptur,172,445,Grave sculpture
23,VD18 digital,691,417,VD18 digital
23,Relief,73,386,Relief
23,Deckendekoration,1012,381,Ceiling decoration
23,"Theologie, Christentum",188,365,"Theology, Christianity"
23,Altar,1540,341,Altar
23,Bauskulptur,153,335,Building sculpture
23,Kirche (katholisch),587,327,Church (Catholic)
23,Recht,12,323,Right
23,Altarskulptur,116,319,Altar Sculpture
23,Druckgraphik,568,309,Printmaking
23,Französische Literatur,439,302,French literature
23,"Italienische, rumänische, rätoromanische Literatur",440,302,"Italian, Romanian literature"
23,Spanische und portugiesische Literatur,441,302,Spanish and Portuguese literatures
23,Decke,913,292,blanket
23,Wohn- und Geschäftshaus,327,279,Residential and commercial building
23,Lyrik,33,269,Poetry
23,Glasgefäß,1397,256,Glass vessel
23,Enthaltenes Werk,61,252,Included Factory
23,Sinfonien,2308,252,Symphonies
23,Dissertation:med.,1545,237,Dissertation: med.
23,Supraporte,1122,229,Supraporte
23,Amtsdruckschrift / Gesetzessammlung / Verordnung / Vertrag / Gesetz / Edikt,475,228,Official document / Collection of Laws / Regulation / contract / law / decree
23,Gewölbebild,871,228,Vault image
23,"Biografie, Genealogie, Heraldik",586,225,"Biography, Genealogy, Heraldry"
23,"Plastik, Numismatik, Keramik, Metallkunst",585,221,"Plastic, numismatics, ceramics, metal art"
23,Libretto,1740,220,Libretto
23,"Literatur, Rhetorik, Literaturwissenschaft",1044,217,"Literature, rhetoric, literary studies"
23,Konzerte,10097,214,Concerts
23,Lyrik / Lied / Elegie / Ballade / Epigramm,1935,213,Poetry / song / Elegy / Ballad / epigram
23,Mehrbändiges Werk,859,211,Multivolume Work
23,Altarbild,778,211,Altarpiece
23,Innendekoration,798,208,Interior Decoration
23,Wanddekoration,870,207,Wall Decoration
23,Tapete,578,205,Wallpaper
23,stuckiert,3121,205,stuccoed
23,Zyklus,362,204,Cycle
23,Statuette,622,203,Statuette
23,Geschichte,184,203,story
23,Epikedeion,768,201,Epikedeion
23,Hochschulschrift,2281,196,Theses
23,"Nachrichtenmedien, Journalismus, Verlagswesen",58,196,"News media, journalism, publishing"
23,vergoldet,1246,194,gilded
23,Varia,1283,188,Varia
23,Technik-Katalog,52,186,Art catalog
23,Freskomalerei?,8417,185,Fresco painting?
23,Rathaus,437,183,Town hall
23,Kuppelbild,1667,183,Dome image
23,Vase,580,181,Vase
23,Gelegenheitsschrift:Einladung,1116,180,Opportunity font: Invitation
23,Keramik,267,179,Ceramics
23,Gruppe (2-figurig),268,179,Group (2-figurig)
23,Grabmal,413,178,Tomb
23,Ansicht,3133,175,View
23,Dorfkirche,2123,175,Village church
23,Bauernhof,187,174,Farm
23,Streitschrift:jur.,375,170,Polemic: jur.
23,Geschichte Europas,974,169,History of Europe
23,Sonaten,3948,166,Sonatas
24,Urkunden,74,30257,Records
24,Fotos,4,15690,Photos
24,Architektur,10,13653,Architecture
24,Ortskatalog zur Kunst und Architektur,66,7720,Town List for Art and Architecture
24,Skulptur,15,6664,Sculpture
24,Kunstgewerbe,6,4354,Arts and Crafts
24,Tafelmalerei,23,4064,Tafelmalerei
24,Druck,51,3606,pressure
24,Bild,24,3570,image
24,Druckgrafik,50,3236,Printmaking
24,Amtsbücher,30,3189,Office Books
24,Monografie,21,3159,Monograph
24,Monographie,14,3039,Monograph
24,Relief,73,2877,Relief
24,Wandmalerei,111,2704,Mural
24,Technik-Katalog,52,2648,Art catalog
24,Statue,16,2364,Statue
24,Fotografie,1,2300,Photography
24,Sakralraumskulptur,738,1827,Sacred space Sculpture
24,Wohnhaus,36,1731,Residential building
24,Wandbild,145,1659,Mural
24,Altarskulptur,116,1623,Altar Sculpture
24,Malerei,132,1518,Painting
24,Buchmalerei,85,1517,Book illumination
24,Freskomalerei,95,1476,Fresco
24,Schloss,761,1386,Castle
24,Zeichenkunst,27,1190,Draughtsmanship
24,Grabskulptur,172,1177,Grave sculpture
24,Bildfeld,110,1121,Field
24,Zeichnung,28,1120,Drawing
24,Deckenmalerei,94,1036,Deckenmalerei
24,Kirche,126,1010,Church
24,Foto,2,992,Photo
24,Personalakten,9,899,Personnel files
24,Bauskulptur,153,870,Building sculpture
24,Altar,1540,674,Altar
24,Epitaph,173,656,Epitaph
24,Kirche (evangelisch),949,655,Church (Protestant)
24,Buchkunst,112,640,Buchkunst
24,Rathaus,437,623,Town hall
24,liturgischer Text,401,612,liturgical text
24,Karten und Pläne,82,608,Maps and plans
24,Portal,167,572,Portal
24,Druckgraphik,568,553,Printmaking
24,Lied,851,536,Song
24,stuckiert,3121,494,stuccoed
24,Wanddekoration,870,464,Wall Decoration
24,Retabel,718,445,Reredos
24,liturgischer Text &amp; Gebetbuch,3224,424,liturgical text & amp; Prayer book
24,Enthaltenes Werk,61,420,Included Factory
24,Handschrift,858,418,Handwriting
24,Deckenbild,93,418,Ceiling picture
24,Grabmal,413,417,Tomb
24,Burg,2093,416,Castle
24,Reliefplastik,378,413,Relief
24,Online-Publikation,178,394,Online publication
24,Bildseite,84,385,Face
24,Glasmalerei,372,379,Stained Glass
24,Geldwesen,562,364,Finance
24,Urkunde,191,364,Certificate
24,Brunnen,296,363,Fountain
24,Buchillustration,883,359,Book Illustration
24,Kirche (katholisch),587,353,Church (Catholic)
24,Wohn- und Geschäftshaus,327,333,Residential and commercial building
24,Grabstein,239,330,Grave stone
24,Buchseite,1175,327,Cover
24,Glasbild,700,313,Glass image
24,Nachlässe,157,309,Discounts
24,Schriftkunst,194,279,Calligraphy
24,Portalskulptur,758,271,Portal Sculpture
24,Schmiedekunst,1393,270,Blacksmithing
24,Hochaltar,482,270,High altar
24,Kartenforum,391,267,Cards Forum
24,Altarbild,778,265,Altarpiece
24,Bergwerk,2154,260,Mine
24,Turm,3806,252,Tower
24,Altarflügel,2870,251,Altar Wing
24,Rundplastik,361,248,Rundplastik
24,Ständebuch,1145,247,Ständebuch
24,Statuette,622,245,Statuette
24,sonstiger Text,828,242,other Text
24,Altarflügel (Innenseite),356,242,Altar Wing (inside)
24,Gruppe,1831,240,Group
24,Kanzel,379,238,Pulpit
24,Waffe,2324,237,Weapon
24,Gruppe (2-figurig),268,237,Group (2-figurig)
24,Renaissance,6806,231,Renaissance
24,Miniatur,224,231,Miniature
24,historisierte Initiale,402,225,historiated initial
24,Brunnenskulptur,295,225,Fountain sculpture
24,Palast,4629,220,Palace
24,Textilkunst,992,220,Textile Art
24,Astronomie,4972,218,Astronomy
24,Schloß,985,216,Castle
24,Geometrie,524,211,Geometry
24,Kapelle,649,193,Chapel
24,Veröffentlichung,2145,188,Release
24,Kruzifix,561,186,Crucifix
24,Wappen,1360,185,Coat of arms
24,mehrbändiges Werk,105,184,multi-volume work
25,Urkunden,74,13798,Records
25,Fotos,4,10362,Photos
25,Architektur,10,8553,Architecture
25,Ortskatalog zur Kunst und Architektur,66,4379,Town List for Art and Architecture
25,Kunstgewerbe,6,2891,Arts and Crafts
25,Skulptur,15,2667,Sculpture
25,Druck,51,2411,pressure
25,Amtsbücher,30,2313,Office Books
25,Monographie,14,2191,Monograph
25,Druckgrafik,50,2169,Printmaking
25,Technik-Katalog,52,2012,Art catalog
25,Monografie,21,1804,Monograph
25,Bild,24,1574,image
25,Relief,73,1420,Relief
25,Wandmalerei,111,1304,Mural
25,Tafelmalerei,23,1242,Tafelmalerei
25,Wohnhaus,36,1176,Residential building
25,Fotografie,1,1139,Photography
25,Schloss,761,904,Castle
25,Freskomalerei,95,902,Fresco
25,Personalakten,9,899,Personnel files
25,Statue,16,737,Statue
25,Altarskulptur,116,718,Altar Sculpture
25,Malerei,132,683,Painting
25,Wandbild,145,654,Mural
25,Buchmalerei,85,640,Book illumination
25,Grabskulptur,172,637,Grave sculpture
25,Karten und Pläne,82,603,Maps and plans
25,Kirche,126,577,Church
